bigwig_file,tissue
8CA4A400-4769-46D6-9432-94F5ED9A1558,THYROID
6B558D0E-C8E0-42F8-9E9C-6E85481F4A1F,OVARY
B17BA902-D97D-47D7-A33C-E31718C50778,BREAST
326FB6A5-33C8-4613-AFC4-88251E05E27D,LUNG
860D8E1A-76F0-4B2C-8759-F8457CDCA315,KIDNEY
6F9405E7-9279-42E1-99B1-DEC727D9EC1A,UTERUS
D84BDFD1-33E0-46B9-8895-7D06A2D5E7F9,BREAST
8C319F60-2CC3-4A55-8320-84F1DF1F706E,BRAIN
A37BCA25-009E-48BE-96BC-AE5D0DF5C299,UTERUS
E3FCDD2C-CA2E-41AE-84ED-68F47820DD0B,KIDNEY
493213F4-637E-4BC6-8047-9B694977CA73,UTERUS
659B64DB-F4A5-43BD-811B-05004CB49D99,BONE MARROW
2587339F-8E21-4E3B-8DE4-1167AD86186A,THYROID
989000D0-FBA6-4AF0-9FBB-1A0949A29425,BREAST
C6FB2026-B740-459E-9831-93279BBF354E,BREAST
4A082059-5FAC-481D-88EF-6FC6F3E012A9,TESTIS
D3E05482-86D8-464D-939E-DBE26C94DC6D,LUNG
2061F188-AF57-4EEB-88D1-69DB159A1BE3,KIDNEY
19BBE655-97EA-4FED-AAA0-EB4887469A66,SKIN
EA8FAF8A-02F0-4E38-A9EF-929D300481B4,LUNG
0772DA48-3A36-422D-B166-CA1691B782C3,ADRENAL GLAND
7879641D-45AC-4626-8A9D-7E314F77D8A4,THYROID
9EE0367C-7A37-4D91-A397-D27B109112FE,BRAIN
10762F82-9B48-4DF3-9401-C10FA75AF164,KIDNEY
2C2589E0-2055-43AC-8001-1643839F80D4,SKIN
960553FF-66E7-4495-8B6B-A600FEABEA1D,LUNG
CF253001-74AD-44E5-B2D3-36CBF8C1ED9C,LUNG
812834CD-DA8F-4C0C-A49E-31D4A882D0E0,BRAIN
0ABB25F4-3C41-454E-A129-F7728F1D1B79,BRAIN
BAC76153-0C76-474F-B201-E9DB506CD967,LUNG
EB1D52B2-17B3-491E-B484-1235633D6925,LUNG
709EF230-DDA1-444D-8864-A4EBCA19497B,BREAST
52CC5ABB-E3DD-4CCF-A5C6-3DDCD8D7A9DA,OVARY
587F307F-6E1B-487E-8E47-A99AB43DC5B4,OVARY
70012472-10D5-4D3B-8527-8BDE5D6ABB52,PANCREAS
03A68E6E-60F5-45BB-B271-90A4316270B5,PROSTATE
90F51FCE-4CC2-434E-9915-E64B243982C5,PROSTATE
E96AE267-3E23-4EA9-93E2-D92558155A17,UTERUS
9F218AE7-36CD-43F8-989C-E569260DEBA2,LUNG
40DCBF0D-DA1D-4907-880B-6D12C6C965B0,OVARY
1DA5B13C-F18A-4CEC-891D-17E2735E0B7C,UTERUS
9BBADA51-D827-4EEA-AF45-47D7B5BA137E,BREAST
D259B183-3FEB-45BD-80E5-9E13D08F272D,UTERUS
E4752275-7BF6-4C1E-8A45-C7D571ED85AD,BONE MARROW
08D83EB6-C83C-409F-869D-DA303ACCA1FB,LUNG
47761280-913E-4826-B400-F04F85B17476,BREAST
6CE2D504-F247-4766-9C26-02A1D158FB26,BREAST
531C44C7-A03C-4AD5-AD6F-2A68496AFCAB,THYROID
A5C2A103-45E8-4C3A-8CCE-7DD767A206C6,THYROID
9F890442-9D7F-49D1-887E-B2D7667A4E5A,THYROID
D2482B81-CB5B-4178-BA8D-1CF4026181B5,ESOPHAGUS
0375EFB7-6AFA-416E-96FA-C9A69AD7E95D,BREAST
30906368-89BC-42E0-8F7B-81B1DEDE812D,BRAIN
2AF33CEA-C327-4A31-84D8-C4F26E8A3ECF,LUNG
3390CB51-B66B-461D-AAE0-90D74FBAF85F,PROSTATE
6BF28F22-A2BF-486D-B823-4DFF86B8A97C,UTERUS
24363857-9A33-40D4-8409-C17225570833,UTERUS
697CABEE-9526-4FEB-801D-40DFEED91622,THYROID
2FBAA1AA-39F7-4C58-A7DA-76B1F4B26B2E,OVARY
F2E4F336-2EFD-4378-91CD-1274EE90F7E7,PANCREAS
808461D2-D21B-4AED-8054-242F054F6A24,PROSTATE
A47F637F-EB28-4108-98C8-FB4725310FA0,STOMACH
4B61FB65-A1FA-439E-A20A-D13B1B4B11FA,LIVER
18B45F1F-234F-45CC-A234-145307606C5C,ESOPHAGUS
BA285E50-200E-4B98-9F8B-904AD679CD45,KIDNEY
15838786-D895-4F63-88A9-BDE627AE7958,BRAIN
32CBFBAF-7064-4595-8D54-2C5E7DE0FD9B,ESOPHAGUS
644A11B1-B048-4CC2-B9BA-BECE2E25BA7A,OVARY
CDB7C7C5-AA40-4A19-9FDB-B0FEF096FC33,UTERUS
69A8CCB7-91F2-475C-8A31-64CD4E075090,BRAIN
6EB070B1-45C3-46DB-BFF9-6D9A137EC3A8,LUNG
54739A62-512F-499F-AFE1-B7C631B35272,LUNG
D0BD9489-6423-41D3-9CF5-3D8DD0734553,UTERUS
190EDB27-4CBC-4E9C-9B67-D51FDAB982B7,ADRENAL GLAND
9E8F1F6E-8115-49A7-A208-3A6308CFD2B2,BREAST
B3AFF323-BAAD-4512-A837-20C430EA39D1,LUNG
88860792-6084-41DF-B3A1-7D36A2502B5A,LUNG
9DECB422-2C34-4D7A-BB06-9F7ECFC893E1,BREAST
E5842CB2-1441-4A60-98A5-104E0E421797,KIDNEY
C605474D-4AB5-4E52-A352-AC2A0A3DE64F,LUNG
E716F762-F1ED-4298-B23D-9E53BEC6D318,LUNG
79A03652-6493-40E8-93EC-431B6D797F65,KIDNEY
39BF9FE5-0385-44CD-A45E-29D432784BDE,BREAST
90186A14-B0C2-48AA-9624-A74F63C4E616,THYROID
9C50DD1D-342A-4742-9E52-F1501AE91C13,STOMACH
EDBF3D6C-29A5-4474-BF64-C1CF8AA24A2E,SKIN
95118D2E-F239-4403-A19C-5F8BA2B25803,TESTIS
9F588AFB-10B4-4C27-8881-2B33B2C00D42,KIDNEY
5CAF718B-8A5B-441E-8EFE-0439826E8328,KIDNEY
65947DEA-8A0D-4180-82DF-DF21895FF368,UTERUS
85C10CC2-8B28-4C50-BBD9-95947F4624EF,BRAIN
7EE8F0CE-CDC9-40F9-A1DE-7F8140EC6D13,ADRENAL GLAND
97BF844E-EB76-4D26-B577-FA14F5B54AF4,PROSTATE
21DFA3FB-7751-4C36-912F-C84C9BC9CCA7,LUNG
BA28EC2F-5186-4DED-8814-5F0464AB8B87,BRAIN
68F89489-0460-4E20-B878-7C432907BAFC,BREAST
DE4C2391-1894-4D4B-B3FF-CE9F76D63C7E,PANCREAS
2CCA6EB5-C215-41A9-BCD6-6A77813D319C,OVARY
34349A18-443A-47AB-811A-8AD6359B421E,UTERUS
E2C7E2B8-BC9B-476C-A705-CBBCA51F7C26,BRAIN
1BE1FA76-1939-4C83-8B87-BE91481AF483,TESTIS
542485C7-2543-40BA-80BC-D9735C73C657,STOMACH
F05C2816-D1C7-42A1-9AD4-AD787B256D78,BREAST
C7771606-F746-44F1-A3F9-9FD1AED1A45C,KIDNEY
BCA58686-D36A-4625-968B-E837E1F2629B,BREAST
BA9FE158-643C-4E44-93C3-6ABAEB1A9B2E,THYROID
1B05B466-761E-483E-9588-697EAF2E7386,THYROID
870E6C5B-94C3-466E-A599-064FD900F110,PROSTATE
F013B97F-C970-4B2F-8EE0-C093A5780BE5,SKIN
462E9DB8-F1C4-4590-9F70-BA596BAA97D0,LUNG
01764082-F31A-4FEB-8EA5-493177BEF45F,LUNG
A74E06DC-472F-4D36-A45E-D040820F4D4E,KIDNEY
69880FF4-662C-44B1-9036-32D733245801,THYROID
68BB9CB6-7AA2-4981-B9D9-07363EC96599,ESOPHAGUS
1562153C-AC2E-4094-A936-75CC580367A9,STOMACH
6570A43F-2C11-4586-8A65-9279FC113A7E,LUNG
1DD0D00E-72AA-4BCF-9A84-9A302EAD944A,UTERUS
E207CBE9-4C3A-4FDD-9251-CFE1FE106475,ESOPHAGUS
0D1652B9-93F6-4D1A-BF06-B654663C92E3,BRAIN
B74E6122-76E1-4E4D-A867-BCAFD7277393,ESOPHAGUS
65D42DF3-62D8-4B1E-B6EB-A0FEEA01FD70,OVARY
75D3F260-FFCE-4716-9DC3-1E8F9BCBC2EC,THYROID
34DCAE72-1B3E-4BFA-BC49-1A27D091C653,LIVER
7A381525-3C2A-47C4-AB5F-2C21E294BB92,KIDNEY
5E811694-4D44-40B8-9B95-51D167E9B5A5,LUNG
E7BE2559-CADB-4221-B7C7-062F55526C8D,LUNG
4664A702-F6FC-4F46-96A9-C23C87F507D6,BREAST
2271AAAF-CFE3-4813-90A8-F1C2C2CA2AD6,STOMACH
D925CAC2-BBC5-4160-9DC7-898C3FB28BE3,BREAST
B89BC759-76AF-480C-B6C6-777C0FA43D64,STOMACH
F2FCC449-3487-474C-82A6-8F2ED71E41BC,BRAIN
ECE48FD2-CDD5-4713-9649-ECDB89BEFAD2,PROSTATE
62F72C1E-2F27-44F1-8A56-31ED4E1E3116,BRAIN
8B76DBA5-6848-499E-9FB3-611DFF72123C,BREAST
4845B96C-4325-44AE-AE47-66AAD04FBBCF,BREAST
73C996B8-5E28-46D7-85C8-28BAA4E4B15D,OVARY
DE7224CC-4EEA-49CB-9EC0-79C15C993509,SKIN
0F886D5B-F83E-4D3B-9A3E-2B79F72B71F9,LIVER
469F83C7-1993-4EDA-AC5F-563A2F8A18A6,UTERUS
9101B400-084E-4DC8-94D4-1AA076BCAC08,LUNG
D1D1F0BD-7BA9-44C3-AC2A-92191874BDF4,KIDNEY
E5D3C000-974A-427A-8189-32BA5A876AC6,STOMACH
0E9EAAED-A9A2-41E7-AC3A-49E94C933432,BRAIN
4CE2BB39-0F4F-4CC8-B3B0-5CBA38BA6AFC,BREAST
D06D5373-6A1B-474C-9279-10FCB29F59BA,BREAST
F9DD688C-7B35-49E7-9651-2E098EE78856,ESOPHAGUS
A8828148-E42F-4193-8EAB-91D6AEC4FEA0,SKIN
F6D722B6-2590-4695-814C-0830EF0D9B06,BREAST
2A2D30F5-0B31-40B5-8DC5-30C659052FD3,BREAST
CDCAF0FB-9BB1-4059-BC6D-1A3C6DBB1C47,STOMACH
A2B87EED-0D8E-4B20-85D3-FD9CC5E2E806,LUNG
9F6360E2-1DF2-4459-9103-5073926E93BA,BREAST
88A48ECE-5BBC-44A6-B5A8-B900973F98E6,KIDNEY
F2891ACE-F170-4DBF-B23E-A7CC21414786,BREAST
4C020890-E652-4DE4-B66D-5F6F71405F64,UTERUS
B2D77F43-022D-49DF-9188-221706C85949,KIDNEY
6BE4397D-1E5B-4486-83B4-EE0EC146C805,OVARY
33A42D47-D3D5-49D3-9629-4158D4796DD6,KIDNEY
54D783FC-E5FF-416E-AEB6-8D49BBC72A93,SKIN
FECFA772-F3C9-4588-9D5A-518419F193B5,PROSTATE
38B0C53A-AF60-4610-A6A6-360550059966,BREAST
8216EC35-1F41-4A15-B503-BDA4971E27C9,ESOPHAGUS
235A4492-FF80-4AA5-BC71-DFF65E1C7411,ADRENAL GLAND
4A83A2D0-215A-4CEF-B469-B1FE877EB528,LUNG
21BFABFE-7C78-4879-BEC0-74C0CFD20529,BREAST
72EFDB60-15F5-4430-8DC3-E2EA1CBD4E75,LUNG
A033D709-F383-4E08-A1E4-4F6FD8549975,KIDNEY
47F6E197-7164-4289-95B5-8FD305A13B4C,UTERUS
B3029936-1EEF-4378-AA28-D5B2A32CDC86,UTERUS
A5ABD7A2-7946-49ED-97D9-6E136F644E96,UTERUS
356E2491-1BC7-4B16-B87E-755A95AD6D45,LIVER
DFE29D4C-1564-4C22-BFB4-6B69A830F788,BREAST
F6381259-41CC-432C-9EB3-C232663DFBE2,LIVER
5C5936DD-CFE2-43A3-B655-7DD5D262B789,LUNG
7A3997B2-1D86-4666-BFBC-24404002AE06,PROSTATE
337BA735-8F64-4888-B32B-B93C7474BA83,UTERUS
7FA12E4E-7695-4800-BC43-18EC1A14C5F2,LUNG
E9A9D3C3-AF9C-4F27-8C5F-68DDC3EC3263,THYROID
CE2C166A-95D1-44CE-9ECA-3C39D1067739,STOMACH
8CB71499-1B35-417D-95E1-D85CE71A2D8A,UTERUS
2821CF4C-03C0-4DB2-BFC1-EB19B6254223,PROSTATE
CAAFA950-21DF-4470-B5F1-C239F77B9FCD,THYROID
65A2464F-07E0-4CF4-A1B3-3DDA2889AD81,BREAST
862D8DE4-0F24-427A-BAA8-B2F42E74D43D,KIDNEY
43AB0A66-C7D6-4791-BE3D-EE41FED714D8,LIVER
2451D405-39FD-4812-958C-23462B66F1F1,ADRENAL GLAND
E8D127A4-72BB-4418-B799-76147F40BDC7,STOMACH
706352A4-E94E-44C6-8255-4C0E3610F942,THYROID
AA7A05B7-4B63-4AF4-9CD7-7008BA3EF101,KIDNEY
E9330D42-8229-45FA-BA4F-801C098E16EF,LUNG
F5F7B591-062D-4FF0-AB68-73D678574318,BREAST
1DE0552F-7E1D-407D-8414-AE16C7CC0B02,KIDNEY
FCE021B8-101C-418D-B771-0D6C6EFE2306,STOMACH
0C779D44-BBA1-4358-BC15-F46691C75346,LUNG
3E499D12-B08A-491C-98C6-19EA420BDC99,BRAIN
2B8B7470-7514-45CB-95D0-ED960426089C,KIDNEY
752F10D7-A8B7-4EEE-A1E0-E84B4765B77A,SKIN
1E19ECD4-81F1-48D5-8B30-A74AD6411D3F,BREAST
DCD81FE1-115E-4C5A-9525-1EB71E2E07E5,KIDNEY
0224A9CC-1439-462F-8E71-857C27FF3050,THYROID
992A7083-28CE-4857-898E-9D4B4FBF2FA1,BREAST
1B8DFE86-A00F-48AE-8956-377F5812FF35,BREAST
F8584606-6933-4B17-AB96-02A348922277,THYROID
03767EDF-2F8A-41DE-8D80-F4BE861225A3,LUNG
3D67B2B7-1A73-4516-8488-56EF9B70B652,PROSTATE
578B95ED-8967-406C-AFB8-70C211CF9F89,KIDNEY
479A968D-4692-404B-A866-B74E7DD17995,LUNG
1E900E58-4117-4814-BC09-3600AC904481,KIDNEY
7779D220-647F-4D6C-890B-022208B51F57,BRAIN
71713BAA-5806-4E84-9B2A-9FE2E0AD93E5,LUNG
6C1611FB-409E-41D1-99D3-F109A8AE904A,SKIN
85D95FBF-E62B-4D99-A85D-7FA5F2FFC00D,UTERUS
EC0C08FA-0C1A-4C30-AC46-836A6464F129,LUNG
DD11335A-68D6-4404-A792-93E08DEE7760,KIDNEY
D30103AA-A9A8-47B3-8EEB-62D075A02FBF,KIDNEY
764E2C89-1DEC-4E30-AED5-1A29B743B1B9,UTERUS
EABD7B13-5FAD-4CC1-A6A0-66177ACA1BB0,UTERUS
8FF6B0AB-C03C-4A06-A851-EBB4B0FFB769,BREAST
FB351E18-3BCB-46B6-A33B-8A7022D4B35A,PANCREAS
130DDFAD-6EF8-4C80-BD9D-88308A6874BC,ADRENAL GLAND
DDC1DBB4-E52D-497F-BB00-8DC928B5339E,PROSTATE
79B11925-9772-474F-A729-D00315959710,OVARY
976924B0-5799-4AC9-804F-78C8568037CA,PROSTATE
D969521C-2BC9-4015-B2D3-22B428D2B833,KIDNEY
65497CE2-3302-4F15-8C0F-F13C2B3BBCE4,THYROID
1329E1C1-743E-4541-9081-165572D4BF47,UTERUS
D32CF27B-7C07-4E09-A60F-0053A9E0834B,LUNG
33F20F2D-51A4-4038-B1C2-D5BE14BAB1CB,BREAST
2991E31C-2CBB-4FAE-991D-6A3E811C2E1E,KIDNEY
F1A437BB-9B43-438D-AB32-9A6F15CD1AEA,BREAST
7B9110F1-6077-46A9-939F-0D0316A6E430,SKIN
245967F0-EE1A-4B0C-BEE2-0283393DA722,UTERUS
BCEE6F44-B8F0-454B-9862-6B9EE7513106,LIVER
CE87056A-D12B-4B59-B3B0-2DCFBE0A2CFC,STOMACH
CAEDBE44-787B-48B0-A43A-46DFEAC891C4,LUNG
B3E9A4C3-E877-4505-8695-960738A127FD,THYROID
EFAEC630-E56F-4DE9-BCFB-5573A819E6E4,KIDNEY
6CAACBA4-712D-4976-B955-1E4C9C004587,BREAST
62317C69-F03B-4622-B4BD-A99B88D3F665,BREAST
9EB751AD-2605-4C2C-B3E9-7A9CCE0E5DA6,PROSTATE
300D7F74-A627-4738-91A9-62778D98C5AD,BREAST
DCD49265-D7BB-482F-B1DA-D5D4098E9F1A,BREAST
653A70EE-5F95-409B-B9C0-D7CF858E1554,KIDNEY
3D14F909-A921-43CB-96E8-5F18FC475E49,OVARY
AF866E63-9EA1-4669-B9C4-FC7E877334AE,LUNG
BBEDADDC-71AD-4E50-99B8-A1560DC2A7BE,PANCREAS
3CD137F0-1166-40CC-BDEF-80BB2679057D,KIDNEY
1D5A5B17-2E70-4BB0-94A1-EC17E6EA49DB,ESOPHAGUS
9426519A-6912-4771-B255-0ED4CB1EAA12,KIDNEY
DC5A2C9E-978F-4661-B729-1F9662976E27,ESOPHAGUS
C6B01C06-EE78-41EB-B17D-71622C9DF493,THYROID
F454329B-0B6C-49A4-8336-8D6DC0E2D95F,BREAST
D262BBF8-3A91-4CA8-94E0-0A8B8A5874F5,THYROID
1236C3D1-09C0-4EB0-B529-1FDBA94FE05E,STOMACH
94640BD8-E1D9-482D-A597-4790F6EEA6B7,BRAIN
BD965D47-51AD-4235-AC1C-6FA1E160FD8E,KIDNEY
500CEBA4-F728-42C8-A206-9C44CBCA9EE0,PROSTATE
BAE951CB-91F2-43FF-9485-CC6C826D7B4C,THYROID
846FECEB-E9B1-4E42-B5C6-8793C52A3DB6,PROSTATE
2E76BD07-3CB2-48D5-962C-A5573F40F2F9,THYROID
8950A092-01BD-45F5-8D56-E014E1DC89FB,PROSTATE
8DABCB90-2352-452A-8A71-4A359F50863B,LUNG
9CD9103A-214F-4C29-B766-97FACDEC946F,UTERUS
AA615303-6416-4EC6-B803-9CF6054C321D,BREAST
E10F8D15-F8CF-4FCC-9EEA-AC7B503C6D22,PANCREAS
4219651D-5583-4498-BF08-1B7D04B4C7B2,ESOPHAGUS
53E1D337-1183-4CAE-80CB-C0A6C8E583A9,KIDNEY
E7F96AC3-1521-42D0-B82B-542C8CBE92DD,LUNG
192D2069-D96F-40A5-A77F-E8264BACEDB1,OVARY
D5D79E2E-4CF2-4D34-AFFF-828AEB1B3DBF,PANCREAS
74EE5BE5-E48C-411D-9E32-ADB6367D8955,LUNG
896A84A3-F8A2-44C6-B48A-DBF887F8F5AC,BREAST
0782D25A-3B14-499E-A40C-3852B3A15B8B,UTERUS
669C90E4-9502-45F9-B5E6-4C88F98AEE60,THYROID
1B8391FA-2963-4864-B986-D3B94C5A5EFD,THYROID
E870807D-3223-4A6A-9E3D-F4461B048AA2,ESOPHAGUS
781AEC2C-2604-4DAA-A55C-D07A305AF32E,LUNG
D6A907FC-3A1B-4E3B-A440-1CE9BE9B334B,UTERUS
BCC102B8-06AF-4268-81A0-1A21D70C3CE4,TESTIS
1766591B-4171-4487-8103-46F8D3E8DA36,THYROID
C4EBE992-1682-4F4C-B05C-5A47D2C673E3,BREAST
1CC32ACE-826B-494B-8B89-5BD92327A74D,ADRENAL GLAND
4C5A24E1-F7DC-4F0D-95CF-D98051324FE7,SKIN
933E8885-EA6B-426C-8ECD-601B3FF52F0B,UTERUS
DC23087E-E53D-4E55-B63D-2E6D0832D0B0,KIDNEY
0CED2ABD-6595-4DA2-AF90-0B92115C1800,KIDNEY
FB9487F8-9E82-438D-B833-0F2432440EED,SKIN
9F7E0134-78A7-48E3-9AAE-989219D75D79,LUNG
74C33093-6863-4A92-8031-276A7ED30EE6,KIDNEY
4C49EE0B-5040-47B2-8E78-28ABFA0969CD,BREAST
47AC991E-2472-4613-A0F0-FC4CAD42BB9D,BREAST
70A09D9B-84FB-46AC-9E22-8D48EB7F76CC,BREAST
8BC1B435-3C47-48D7-A355-9614C75F552B,TESTIS
299CB633-58A3-4275-BC08-E6F3669C365A,OVARY
870B6991-949A-4749-AB66-E8F27A115695,UTERUS
D42F6E19-1D21-41D9-8F23-EBBE82685DE5,SKIN
F703B62A-687F-4084-BC52-DE28EDE411C3,THYROID
A5572139-03CA-4299-98B6-13A2945649D0,BREAST
BE6A3670-34C4-4FD3-9794-C5B3254D9224,BRAIN
F005D32B-1184-48CF-B146-EA715292FC7C,LUNG
84A67291-D48A-42A5-9737-6219E832BFDD,LUNG
B90A0E6D-D667-4AC5-8F4C-0B5198E4716F,UTERUS
2DE004C4-A3D2-4F19-9604-3915FEAE1AE7,LUNG
40AA2A8E-DD9B-437D-85E0-B19B84FBFDB4,LUNG
6794CB9F-5326-4F57-B2E2-5D877C03F5D4,BRAIN
CEC774CC-CCD4-4446-B7D4-AE37636F5A18,KIDNEY
1002C658-3E4D-4F5A-BCB2-E81193CF209A,LUNG
68B73B22-487B-43D8-9B68-06AD1022F46D,BRAIN
C0DC6757-E0CD-4615-9543-A348500AAE84,BREAST
AEC88672-61FD-4639-81BB-E1DBFD4CDCF6,TESTIS
78B9F113-C021-427E-AFFE-32F78F73A538,KIDNEY
F86BCE61-6748-4F0D-B56A-C30BD71EB2FE,BREAST
AD642CBE-6C2E-4DCE-A437-AAED853A397F,SKIN
B4F38A6C-5C66-4D4A-8F69-DDCCEA51BE38,LUNG
A7F1C42F-2DA3-44A3-B7B5-5E710BD17AF0,TESTIS
149E0D86-7D98-4134-893D-B28F6A6263EB,KIDNEY
1A09BC4D-EF29-42DD-BB04-A3C264A3032D,ADRENAL GLAND
94F26F8F-A223-4B19-95F0-9937134B8F32,BREAST
34AC430E-2CBF-4047-9A9C-210E7AE24F55,BREAST
DA70A48F-921C-4300-B1E3-181C7CB1F585,LUNG
BC393980-3F0C-40D0-B6D3-FC257B93EC4D,BREAST
34E40EA1-0502-49B8-AAE9-06FF354B7052,KIDNEY
02580B63-8DA8-4A9D-99B7-5747008AB42A,BREAST
454383CB-3CB3-4B8C-8078-A2EC27139D33,BREAST
690AC831-7193-4552-91AD-4E157FEF661B,UTERUS
8EB58CDA-A523-45D0-B871-E648074D87EF,KIDNEY
3D648FD2-3148-478B-A74C-0016A04CDBE5,BREAST
74D99683-6228-4F60-9BA8-01AA38CDE252,LUNG
6F1A8110-ACF1-4438-AAF2-CCA33236F9FE,LIVER
97E25CCB-1D3A-435A-9273-75DD8B25610A,KIDNEY
DC0B1502-FEB7-41FE-8EA8-50B2E96EAD2C,PROSTATE
CA079767-91A3-48A0-9D73-3CD9BFDE1F60,PANCREAS
246927E3-ACCF-41B2-AA8E-43855FD6B146,ESOPHAGUS
E85AE97F-43CF-4250-B2BF-63E6FA8044E8,UTERUS
11099BC1-1BCD-405B-91B0-4DDAD1DAEF3D,UTERUS
8C0E3F5D-E5F0-4B6F-85DB-A18CFBA08758,BREAST
E4D97CB5-60BE-468A-BA6C-38A5C3F8155E,PROSTATE
DFD7454B-2F54-4D18-B57B-1D4F256F6BA0,UTERUS
D021A258-8713-4383-9DCA-45E2F54A0411,BREAST
E8BCBDC5-E34E-422F-86C2-A4B30400EC86,UTERUS
5994AE74-BB0A-4D5F-BEA0-A0D81C1623A8,KIDNEY
3D23319C-990C-4A8C-A3E1-E07D49E2A08D,UTERUS
11B57F34-DF0E-43D1-8E7C-1CF51F98E7F9,LUNG
023CB548-C867-4C61-882D-DF26E12DC73B,BREAST
B4229A89-9C48-4101-9A8F-19232A64A752,KIDNEY
02D75FDC-87AE-4726-977B-B4537036B94E,LUNG
D26DAA2F-AE6A-42E1-9F1F-01943B99785F,BONE MARROW
CB8F8C24-1594-47C1-A482-2F06F9E607FD,LUNG
788A8487-6A02-4BF5-8E84-16BE5D92BF0F,BRAIN
DD2C6204-0402-42E6-9DCF-C596B254684D,LUNG
73A989FA-77CC-4D59-849D-F11028F6D7B1,KIDNEY
60F0B5C7-74E1-45D5-9CDB-27814CD8E5F3,SKIN
26E2A815-3E72-4685-BEB7-0CDD0B410050,SKIN
86F04FD0-6D76-41C7-BEE6-2798C75B44C9,KIDNEY
0DBA04CB-417D-4E2B-BE83-3563F45291C4,OVARY
74C2EEFA-FDA5-4402-B78F-48068E334E8B,LUNG
A3637BB5-A497-442A-BCA8-625A6A5E78F7,PROSTATE
E3CE7C32-470E-46FC-840D-C9792E937651,OVARY
32DC6E1B-A0CD-456D-8CB1-0999655EFD2E,LUNG
33B4651E-E24C-4D44-AEA3-CF74BA9243A7,LUNG
44B6268B-2B99-47A5-9E56-5936DB449C8A,LIVER
A3E6EDD3-F887-43D9-8BF8-89D6A775AB66,KIDNEY
3DBCBC2D-4758-4F34-B14A-DECB267EB9E5,PROSTATE
A639CF4F-4591-4337-A12E-BED71EDDA10B,BONE MARROW
463A3BAA-02DC-4EA4-A644-B924163E425D,ESOPHAGUS
903BF591-B0AF-4BEE-B625-60B673070344,ADRENAL GLAND
DCA244C2-21B8-444F-B15C-DCE2B74CED54,PROSTATE
E4F7EC78-E1DA-4B71-87FF-98489319F6CA,STOMACH
A6FB1BEE-0D36-480C-8619-1FA82583FCD1,BRAIN
1DF936AB-8850-45F5-827A-2DC578388F24,KIDNEY
DD127E63-1CEC-4EAC-90B7-725FB5C25BF6,UTERUS
4A9FC7BB-1E5B-4159-BCC3-BC7CB40B0F08,THYROID
0BB05CA7-C6FF-42A1-919C-D801F471CBBD,THYROID
533E1401-49D4-44C4-9242-1ADEFEFD6BDD,LUNG
26888C19-F938-46C8-83BC-5BC7F69E4E93,LUNG
05289F20-E82B-4378-859A-2BC8DC95C85E,STOMACH
AB6C1203-4D5D-484A-ABD9-9B333017B1ED,LUNG
348C6DA2-7AFB-4FE1-9AFC-5839111BD0A3,BREAST
DC75C731-6DBA-4DCA-B8B2-AF97DB11CEAC,BREAST
A4318DA0-6021-4931-A583-1087BD2BC837,BREAST
66A14695-FDA8-4B43-99C1-8D4C81B55972,LUNG
14E2C0A7-16AB-4043-A612-EB2B5F4F8DCD,LUNG
CAEC664A-D584-49FD-9DA0-5FD95CD77195,THYROID
E6F801F4-9289-4623-B7D9-60CA56C71683,TESTIS
D7FDAFE5-0371-4073-8E6B-5FF6D318B394,KIDNEY
35502D67-DF0F-47F9-B776-300E077A8089,PROSTATE
FDEC1714-C02D-4AB7-AE82-789E9D709EDE,BONE MARROW
37BA8258-7A6D-4664-B85F-9AE51BE0BC90,THYROID
97FD71A9-2239-4BA0-88DF-0E18774CEE00,OVARY
1576BB97-F8EA-48FF-9494-EBC7A0C97312,UTERUS
D7A37A60-2DE1-4C33-AE21-A300AAB90AF6,KIDNEY
B94B9CCF-5FB8-44AE-8D9C-A194C6801A27,BONE MARROW
5BBED58A-EACB-4E1E-8C26-529A9ADF1B48,PANCREAS
861C68D3-DAA8-45B3-8769-FC59E237A5BF,STOMACH
6FA6C587-6FE7-4421-8C38-67F61563083E,KIDNEY
FDE8447C-CFD7-43E8-ACA9-D7DEB2273992,KIDNEY
80468695-FAF8-410D-9215-81BAD9BFAFFC,STOMACH
8E63F646-202A-4D01-A979-496B35873C94,STOMACH
C559D965-1125-4CF6-8205-4286AB6AA3B9,BREAST
0CE2A3C0-DA93-4D26-B4AF-394D07F323D3,LUNG
E5D55EF6-37FF-422E-BC04-D17E0433AE23,SKIN
94B73102-D49E-4CE8-9B49-7C109B3EC27C,UTERUS
A57B85C7-3FC2-4045-8C37-8F665C1B1459,OVARY
5E343116-414B-41F2-AAEE-A3225450135A,BONE MARROW
9121500E-1757-4024-963B-2D875E66932F,BREAST
D2101E37-DF46-42AC-B1CD-B1B3BAA71104,UTERUS
234C42B7-E6A1-4CB3-9B30-D066541E918B,PROSTATE
3A0E52D7-EB47-44A7-9C30-83BB42841AAA,BREAST
1FAF5E47-5EEC-4641-A3AD-F9BE8C16565A,KIDNEY
6D67F3AE-3D04-4EF9-89AF-BAC2B45B9D26,KIDNEY
AC6F5626-C165-4C19-B0F1-49AA35A1B98F,STOMACH
3387CF11-CE22-4151-869D-47DD9166FCD3,BREAST
A3874F0D-53A9-43C8-87EE-65C12C0F8135,BRAIN
