,sex
GTEX-13PVQ-1326-SM-5LU4J,1
GTEX-11TUW-0926-SM-5EQMW,1
GTEX-UJHI-0006-SM-3DB8H,0
GTEX-Q2AH-0005-SM-5SI7G,1
GTEX-13OW6-0011-R6b-SM-5L3GR,1
GTEX-NPJ8-0011-R3a-SM-2HMIW,1
GTEX-139T8-0526-SM-5KLZL,1
GTEX-ZV7C-0126-SM-57WDE,1
GTEX-Y9LG-0006-SM-4VBRK,1
GTEX-WHSB-0526-SM-4M1XM,1
GTEX-13FLW-0011-R1b-SM-5LZX2,1
GTEX-XYKS-1726-SM-4E3IO,0
GTEX-UTHO-2926-SM-3P5Z9,1
GTEX-11UD2-0126-SM-5EQL2,1
GTEX-QVUS-0226-SM-3GIJY,0
GTEX-P4PQ-0726-SM-3NMCR,1
GTEX-12WSD-0011-R2a-SM-5LZWB,0
GTEX-13S7M-0011-R5b-SM-5P9HS,0
GTEX-SNOS-0326-SM-4DM6C,1
GTEX-11OF3-2326-SM-5GU73,1
GTEX-ZGAY-1026-SM-4WWBR,0
GTEX-11ILO-0626-SM-5A5LO,0
GTEX-PLZ5-0926-SM-3TW8L,1
GTEX-XBEC-0726-SM-4QARZ,1
GTEX-P78B-0626-SM-5S2W4,0
GTEX-ZV7C-0926-SM-59HL1,1
GTEX-12WSJ-0726-SM-5GCN6,0
GTEX-144FL-3026-SM-5O99C,1
GTEX-139T8-0011-R1a-SM-5HL75,1
GTEX-RNOR-2326-SM-2TF4I,0
GTEX-14BIM-0011-R11b-SM-5S2RN,0
GTEX-ZYFC-1026-SM-5GZX9,1
GTEX-13113-1326-SM-5GCOI,0
GTEX-S7SF-0006-SM-3K2B6,0
GTEX-11EMC-0926-SM-59863,0
GTEX-OHPK-1526-SM-3MJGM,0
GTEX-144GO-0226-SM-5LUB1,1
GTEX-PWOO-2026-SM-48TDE,0
GTEX-WZTO-0011-R5B-SM-3NMC5,1
GTEX-ZY6K-1626-SM-5GZWV,1
GTEX-113JC-0008-SM-5QGR6,0
GTEX-139TT-2226-SM-5LZWO,1
GTEX-WY7C-2326-SM-3NB2U,1
GTEX-13N2G-0011-R1b-SM-5MR3G,1
GTEX-13OVJ-0011-R5a-SM-5P9H7,0
GTEX-11O72-1326-SM-5BC5A,1
GTEX-13X6H-0726-SM-5Q5BX,0
GTEX-11PRG-0326-SM-5GU53,1
GTEX-11VI4-0526-SM-5EQ48,0
GTEX-11ZTS-1926-SM-5CVLA,0
GTEX-139TT-0011-R7b-SM-5J2MN,1
GTEX-OHPK-2026-SM-3MJH7,0
GTEX-13OVI-2026-SM-5J1MU,0
GTEX-PLZ6-0826-SM-3P61K,1
GTEX-ZEX8-1526-SM-4WWBE,1
GTEX-13PL7-1026-SM-5MR5C,0
GTEX-145MH-0326-SM-5LU8H,1
GTEX-Y111-0626-SM-4SOIT,1
GTEX-XPVG-1726-SM-4B65W,1
GTEX-WYVS-1726-SM-3NMAY,0
GTEX-ZEX8-0826-SM-4WKHK,1
GTEX-VUSG-0726-SM-3GIK1,1
GTEX-13OVH-0005-SM-5P9HB,1
GTEX-XLM4-3126-SM-4AT6M,1
GTEX-N7MS-0007-SM-2D7W1,1
GTEX-12ZZY-1326-SM-5GCNW,1
GTEX-RN64-1226-SM-2TC6E,1
GTEX-11WQC-0011-R8b-SM-57WCH,1
GTEX-Y5V5-2326-SM-4V6GA,0
GTEX-U3ZM-1126-SM-4DXUB,1
GTEX-11DXX-0426-SM-5EQ5F,0
GTEX-13111-0926-SM-5DUVQ,1
K-562-SM-33HC7,0
GTEX-11I78-0626-SM-5A5LZ,0
GTEX-ZVE2-0008-SM-51MRU,1
GTEX-R55E-0726-SM-48FCZ,1
GTEX-Y8E4-1126-SM-5IFIA,1
GTEX-144GO-0126-SM-5LUAO,1
GTEX-13OVI-0826-SM-5KLZ8,0
GTEX-139UC-1426-SM-5IJGH,1
GTEX-ZEX8-0526-SM-4WKH5,1
GTEX-OHPN-0011-R7A-SM-2I5FI,0
GTEX-ZEX8-0726-SM-4WKH8,1
GTEX-13CZV-0011-R11b-SM-5N9FN,1
GTEX-11DYG-0008-SM-5QGR5,1
GTEX-12WS9-0011-R6a-SM-5P9EW,0
GTEX-Q2AH-0626-SM-48TZJ,1
GTEX-11EM3-2226-SM-5H11Y,0
GTEX-146FH-0826-SM-5SI8T,0
GTEX-13RTK-0726-SM-5Q5EN,1
GTEX-Y114-0926-SM-4TT7J,0
GTEX-SUCS-0526-SM-4DM56,1
GTEX-QV44-0726-SM-4R1KP,1
GTEX-13RTJ-0011-R5a-SM-5P9HR,1
GTEX-1192X-3026-SM-5N9BM,1
GTEX-S7PM-0626-SM-4AD4Q,1
GTEX-13NZ9-2626-SM-5L3FK,1
GTEX-13FLW-0011-R8b-SM-5J1MZ,1
GTEX-ZV6S-0726-SM-57WFY,0
GTEX-U8XE-1926-SM-3DB98,1
GTEX-WYJK-1126-SM-3NM9Z,1
GTEX-ZF28-2526-SM-57WFH,1
GTEX-13D11-1326-SM-5IJFY,0
GTEX-XBEW-1126-SM-4QARW,1
GTEX-WXYG-2526-SM-3NB3F,0
GTEX-WCDI-0002-SM-3P61U,1
GTEX-11P81-0926-SM-59874,0
GTEX-OHPM-0126-SM-2YUN9,1
GTEX-12WSG-1426-SM-5FQUK,0
GTEX-WFON-1526-SM-4LVMP,1
GTEX-147F4-0011-R8b-SM-5S2UN,1
GTEX-WOFL-0626-SM-3MJG3,1
GTEX-NFK9-1126-SM-3LK78,1
GTEX-WFG8-1726-SM-4LVM6,1
GTEX-ZT9W-0003-SM-4YCE6,1
GTEX-XBEW-1626-SM-4SOJP,1
GTEX-XXEK-1826-SM-4BRVC,1
GTEX-14A5H-0426-SM-5QGQF,1
GTEX-133LE-2026-SM-5K7WM,0
GTEX-11GSP-0011-R7b-SM-57WC3,0
GTEX-XPT6-0006-SM-4B66Q,1
GTEX-145MI-0426-SM-5O99V,0
GTEX-1128S-0326-SM-5GZZF,0
GTEX-X4EO-0926-SM-3P5Z2,0
GTEX-13RTL-0011-R1a-SM-5PNZ8,1
GTEX-Q2AH-1826-SM-2S1Q2,1
GTEX-14E6C-0126-SM-5RQIP,1
GTEX-11EM3-0226-SM-5985Y,0
GTEX-QDVN-2426-SM-2S1Q4,1
GTEX-11GS4-3026-SM-5A5LG,1
GTEX-PSDG-0926-SM-2I5FP,1
GTEX-11NUK-2926-SM-5A5MD,1
GTEX-PWN1-0006-SM-2S1NG,0
GTEX-S7SE-0011-R11A-SM-2XCDD,1
GTEX-PX3G-0006-SM-33HBQ,0
GTEX-12WSL-2526-SM-5GCNJ,1
GTEX-14DAR-1526-SM-5RQIX,1
GTEX-RN64-0726-SM-48FCV,1
GTEX-ZVE1-0726-SM-51MRN,0
GTEX-131YS-2026-SM-5P9J8,0
GTEX-13NYS-0011-R3b-SM-5MR41,1
GTEX-S32W-1126-SM-4AD5V,0
GTEX-OOBJ-2126-SM-3NB1N,1
GTEX-P4PP-0926-SM-48TBZ,0
GTEX-QMRM-0005-SM-3NB2A,1
GTEX-11TTK-0826-SM-5N9EG,0
GTEX-Y8E4-0626-SM-4WWDL,1
GTEX-PLZ5-0826-SM-4E3JR,1
GTEX-WHPG-1526-SM-4M1ZK,1
GTEX-14ABY-1126-SM-5Q5F8,1
GTEX-12126-0011-R11a-SM-5BC6X,1
GTEX-13SLX-1326-SM-5S2QS,0
GTEX-145MH-0011-R11a-SM-5P9HQ,1
GTEX-S3XE-0226-SM-4AD6I,1
GTEX-SNOS-0226-SM-32PLR,1
GTEX-146FH-1126-SM-5NQAT,0
GTEX-ZGAY-0426-SM-4WWAM,0
GTEX-REY6-0326-SM-2TF5A,1
GTEX-O5YT-2126-SM-3MJGD,1
GTEX-11DXX-2426-SM-5GZZW,0
GTEX-WHPG-0626-SM-3NMBD,1
GTEX-13JVG-0126-SM-5L3D3,1
GTEX-14BIN-0011-R6a-SM-5S2RH,0
GTEX-X585-0011-R1B-SM-46MVE,1
GTEX-1212Z-2826-SM-59HJ5,1
GTEX-145LS-0011-R6b-SM-5PNWL,0
GTEX-11ZTT-0626-SM-5EQLM,0
GTEX-XXEK-1326-SM-5S2SJ,1
GTEX-12WSA-0426-SM-5EQ5X,1
GTEX-145LS-3126-SM-5Q5BY,0
GTEX-147GR-0011-R7a-SM-5S2RP,1
GTEX-XBEC-0526-SM-4QARU,1
GTEX-YB5K-0426-SM-5LUA4,0
GTEX-PLZ4-1226-SM-2I5FE,0
GTEX-R55C-1826-SM-3GADI,1
GTEX-PWN1-0726-SM-48TDR,0
GTEX-12WSM-0226-SM-5LZV6,1
GTEX-12WSH-0008-SM-5S2V1,1
GTEX-WFG7-0426-SM-4LMK5,1
GTEX-QEL4-0826-SM-3GAF2,1
GTEX-S341-0326-SM-2XCAU,0
GTEX-SUCS-0626-SM-32PM5,1
GTEX-X4XY-0526-SM-46MW1,1
GTEX-ZAK1-0626-SM-5HL8E,0
GTEX-Y9LG-0226-SM-4VBS4,1
GTEX-ZV6S-1526-SM-5NQ7O,0
GTEX-11TT1-2326-SM-5GU6N,1
GTEX-11GS4-3126-SM-5A5LH,1
GTEX-QDVN-0926-SM-2I5GL,1
GTEX-145MN-0226-SM-5QGPY,1
GTEX-131XE-0826-SM-5HL9W,1
GTEX-13O1R-3226-SM-5KM58,1
GTEX-14B4R-2026-SM-5QGQL,1
GTEX-12ZZY-0626-SM-5EQ5T,1
GTEX-13QBU-1126-SM-5LU44,0
GTEX-13OW7-0011-R11a-SM-5O9DY,1
GTEX-XYKS-1326-SM-4BRUN,0
GTEX-QDT8-0006-SM-5SI8N,0
GTEX-Y3I4-0626-SM-4TT7A,1
GTEX-13FTZ-0526-SM-5IJCW,1
GTEX-T5JC-2526-SM-4DM6G,1
GTEX-14BIM-1226-SM-5SIBC,0
GTEX-13OW6-0326-SM-5L3H9,1
GTEX-VUSG-2626-SM-5S2TM,1
GTEX-11ZVC-2726-SM-5FQSZ,0
GTEX-UPJH-0006-SM-3GACW,1
GTEX-13NZ9-0626-SM-5IJCO,1
GTEX-13X6J-0826-SM-5LU32,1
GTEX-139TS-3126-SM-5LZWX,1
GTEX-POYW-0826-SM-2XCEM,1
GTEX-X5EB-0526-SM-46MVP,1
GTEX-ZVZP-1226-SM-5GID7,1
GTEX-146FQ-0926-SM-5LUAV,1
GTEX-13O21-0926-SM-5IFGT,1
K-562-SM-4WWAK,0
GTEX-V1D1-0826-SM-3P5ZA,1
GTEX-XV7Q-0005-SM-4BRWI,0
GTEX-11OC5-0004-SM-5S2O6,1
GTEX-ZUA1-0826-SM-4YCDL,1
GTEX-S32W-1326-SM-4AD5Q,0
GTEX-12WSK-1426-SM-5CVNN,0
GTEX-OOBK-0008-SM-3NB27,1
GTEX-Q2AG-1126-SM-48U1P,0
GTEX-ZXES-0004-SM-57WCW,0
GTEX-11EM3-2426-SM-59861,0
GTEX-QCQG-1926-SM-2S1PI,0
GTEX-11I78-2426-SM-5A5K9,0
GTEX-13OW7-0826-SM-5L3EL,1
GTEX-1399S-2726-SM-5KM22,0
GTEX-13OW8-0226-SM-5K7UP,1
GTEX-QVJO-0011-R2A-SM-2S1QK,0
GTEX-ZYFC-0726-SM-5E448,1
GTEX-R55G-2426-SM-2TC5I,0
GTEX-R45C-0006-SM-3GAD6,0
GTEX-PWN1-2026-SM-48TD9,0
GTEX-YB5K-0726-SM-5LU8R,0
GTEX-13O3O-0011-R1b-SM-5KM2K,0
GTEX-13NZB-2526-SM-5J1OM,1
GTEX-WYVS-2126-SM-3NMA3,0
GTEX-11TT1-1126-SM-5P9GV,1
GTEX-13SLX-0011-R6a-SM-5PNX4,0
GTEX-WY7C-0004-SM-4ONDS,1
GTEX-13FLV-1426-SM-5J1N4,1
GTEX-1122O-2426-SM-5GIDN,0
GTEX-QLQW-0426-SM-447A7,1
GTEX-133LE-0726-SM-5P9IZ,0
GTEX-13PL6-3126-SM-5LUAR,0
GTEX-ZP4G-1026-SM-4YCE1,0
GTEX-P44H-0011-R11A-SM-2XCER,1
GTEX-XGQ4-1326-SM-4GIDU,1
GTEX-YJ8O-1126-SM-5P9IS,0
GTEX-131XE-2526-SM-5EQ57,1
GTEX-11LCK-0926-SM-5A5KA,1
GTEX-13NZA-0011-R1b-SM-5LUAF,1
GTEX-SSA3-0126-SM-32QPU,1
GTEX-14A6H-0126-SM-5QGPK,1
GTEX-117YW-0526-SM-5H11C,1
GTEX-WOFM-2026-SM-4OOSQ,1
GTEX-SNOS-0826-SM-4DM5N,1
GTEX-YF7O-0008-SM-4W1ZS,1
GTEX-P4PP-0326-SM-5S2TQ,0
GTEX-11GSO-1926-SM-5A5K3,1
GTEX-ZYFG-0326-SM-5E45Z,0
GTEX-131XF-0326-SM-5DUVR,1
GTEX-U412-0226-SM-3NMC8,1
GTEX-WFON-2126-SM-5S2T9,1
GTEX-13N2G-0011-R11a-SM-5MR3F,1
GTEX-11GSP-0011-R6b-SM-57WBQ,0
GTEX-ZXES-0926-SM-5E43O,0
GTEX-1117F-1326-SM-5EGHH,0
GTEX-N7MS-1225-SM-3LK5G,1
GTEX-14ABY-2126-SM-5QGQZ,1
GTEX-13N2G-0826-SM-5IJE6,1
GTEX-Y114-1126-SM-4TT7V,0
GTEX-ZUA1-3126-SM-59HJ8,1
GTEX-YEC4-0626-SM-5CVLU,1
GTEX-ZVP2-0826-SM-59HJ6,1
GTEX-X4XY-0826-SM-4E3JM,1
GTEX-XBEW-1026-SM-4QARV,1
GTEX-QMRM-0326-SM-4R1K5,1
GTEX-OHPN-2526-SM-2I5H3,0
GTEX-13NYS-1026-SM-5KLZT,1
GTEX-U8T8-0326-SM-3DB93,1
GTEX-13N2G-1226-SM-5IJCI,1
GTEX-W5WG-1326-SM-4LMI9,0
GTEX-13O1R-0526-SM-5K7XU,1
GTEX-14C39-2626-SM-5S2QD,1
GTEX-WHSB-1026-SM-4M1XN,1
GTEX-13QJ3-1726-SM-5RQK9,1
GTEX-12WSG-1026-SM-5EGII,0
GTEX-PLZ4-0126-SM-2S1OG,0
GTEX-13PVQ-0726-SM-5L3GI,1
GTEX-139TU-0526-SM-5J2M8,1
GTEX-XUJ4-0126-SM-4BOP7,0
GTEX-SUCS-1626-SM-32PLS,1
GTEX-ZDXO-0226-SM-4WKH7,1
GTEX-13S7M-3126-SM-5RQJQ,0
GTEX-QDVN-0526-SM-48TZ4,1
GTEX-X4EP-1026-SM-4QAS5,0
GTEX-ZVT3-0006-SM-51MT9,0
GTEX-13FH7-1126-SM-5K7UG,0
GTEX-YJ89-0008-SM-4RGM4,1
GTEX-ZGAY-0926-SM-4WWBQ,0
GTEX-Q2AG-0008-SM-48U2K,0
GTEX-14DAQ-0005-SM-5NQ7B,0
GTEX-WY7C-2726-SM-3NB3P,1
GTEX-11I78-1626-SM-5A5M2,0
GTEX-U4B1-1626-SM-3DB8N,1
GTEX-Y114-0226-SM-4TT8W,0
GTEX-X261-0011-R5A-SM-3NMB4,1
GTEX-U3ZH-0626-SM-4DXT3,1
K-562-SM-48FEU,0
GTEX-132Q8-0011-R11b-SM-5DUW9,1
K-562-SM-4WKF1,0
GTEX-P44H-0011-R5A-SM-2XCEX,1
GTEX-SNMC-1426-SM-2XCFM,1
GTEX-S341-0726-SM-4AD5R,0
GTEX-OOBJ-0426-SM-3NB1S,1
GTEX-PLZ4-0006-SM-2S1NY,0
GTEX-XUZC-1726-SM-4BRWS,0
GTEX-131XH-0426-SM-5DUWU,1
GTEX-Q2AG-0126-SM-33HBV,0
GTEX-RU72-0011-R9A-SM-2TF67,0
GTEX-139UW-2326-SM-5KM1Y,1
GTEX-ZYW4-1026-SM-5SI8W,1
GTEX-13PVQ-0011-R9b-SM-5LU3B,1
GTEX-PLZ4-2826-SM-3P617,0
GTEX-TML8-1526-SM-4DXUX,0
GTEX-ZTPG-0926-SM-5O99H,0
GTEX-13FH7-1526-SM-5J2N6,0
GTEX-ZLFU-0326-SM-4WWBK,1
GTEX-13OVJ-0426-SM-5L3GX,0
GTEX-QLQ7-1026-SM-447BB,1
GTEX-VJYA-2126-SM-4KL1O,1
GTEX-P78B-1726-SM-3P5ZV,0
GTEX-11ZVC-2826-SM-5FQTC,0
GTEX-13111-0005-SM-5NQ7Z,1
GTEX-147GR-0726-SM-5S2PL,1
GTEX-XK95-0008-SM-4AT5G,1
GTEX-XAJ8-1326-SM-47JYT,1
GTEX-14C38-1726-SM-5RQJC,1
GTEX-XOTO-0011-R6B-SM-4B65X,1
GTEX-13O1R-0726-SM-5IJEI,1
GTEX-11ZTS-1526-SM-5N9G7,0
GTEX-13FXS-0011-R5b-SM-5LZYE,1
GTEX-ZYWO-2126-SM-5GZXF,0
GTEX-131YS-0011-R1a-SM-5DUXC,0
GTEX-1269C-0626-SM-5FQSS,0
GTEX-11EQ8-0926-SM-5H12V,1
GTEX-1122O-1626-SM-5N9CX,0
GTEX-WFON-0326-SM-5S2TP,1
GTEX-ZYY3-1526-SM-5SIA9,0
GTEX-12WSF-0011-R4b-SM-5HL88,1
GTEX-13FLW-0326-SM-5J2M4,1
GTEX-13NYB-0726-SM-5MR4J,1
GTEX-Y8LW-0008-SM-4V6G5,0
GTEX-TML8-1926-SM-32QOS,0
GTEX-12696-0426-SM-5EGL5,1
GTEX-VJWN-0726-SM-3GIJ8,0
GTEX-12WSJ-0226-SM-5GCP7,0
GTEX-146FH-1626-SM-5NQ9H,0
GTEX-11P82-1126-SM-5BC5K,1
GTEX-OIZH-1426-SM-3NB1O,1
GTEX-V955-1626-SM-4JBHJ,1
GTEX-R55D-1226-SM-48FE9,1
GTEX-13CF3-0526-SM-5IJBV,0
GTEX-OIZI-0626-SM-2XCEH,1
GTEX-WOFM-0626-SM-4OOS3,1
GTEX-UPIC-0226-SM-3GADO,0
GTEX-13OW7-2926-SM-5MR3Z,1
GTEX-ZVZQ-0626-SM-59HJU,0
GTEX-12BJ1-1626-SM-5HL8Y,1
GTEX-XMD2-0126-SM-4YCDU,0
GTEX-SUCS-0926-SM-4DM4Z,1
GTEX-YB5E-2126-SM-5IFI7,1
GTEX-V1D1-0926-SM-4JBHQ,1
GTEX-ZP4G-2026-SM-57WEH,0
GTEX-VUSH-0005-SM-3NB2H,1
GTEX-13S7M-1826-SM-5RQK6,0
GTEX-TKQ2-1526-SM-4DXUN,1
GTEX-11VI4-0826-SM-5GU5N,0
GTEX-12WSA-0011-R8a-SM-5P9EX,1
GTEX-145LT-1826-SM-5QGP4,1
GTEX-11UD1-0011-R1b-SM-5BC7D,0
GTEX-OHPJ-0926-SM-2HMJ1,1
GTEX-11EM3-1526-SM-5A5KN,0
GTEX-U8XE-0626-SM-3DB8U,1
GTEX-Y5LM-1926-SM-5RQJH,0
GTEX-WHWD-1426-SM-4OORU,1
GTEX-QDVJ-0826-SM-48U1S,1
GTEX-X261-0011-R7A-SM-4E3JJ,1
GTEX-T6MO-0226-SM-32QOL,0
GTEX-147F3-1926-SM-5SIB9,0
GTEX-13OW6-1426-SM-5L3EU,1
GTEX-WWYW-0011-R10A-SM-3NB35,0
GTEX-14A5I-0326-SM-5NQ9J,0
GTEX-X4EP-0126-SM-3P5YV,0
GTEX-11NV4-0008-SM-5Q5BA,1
GTEX-X3Y1-2426-SM-3P5Z7,1
GTEX-WH7G-1426-SM-4LVMU,1
GTEX-XLM4-0426-SM-4AT54,1
GTEX-13FTW-0426-SM-5K7X2,1
GTEX-11VI4-0001-SM-5S2OI,0
GTEX-12WSC-0005-SM-5MR3H,1
GTEX-PX3G-1426-SM-48U1J,0
GTEX-11WQK-1826-SM-5EQM2,1
GTEX-U3ZN-1026-SM-4DXTC,0
GTEX-13CZV-0011-R4b-SM-5J2NY,1
GTEX-139D8-1126-SM-5LU8W,0
GTEX-X4EO-0004-SM-4QARM,0
GTEX-11DZ1-0426-SM-5H11A,1
GTEX-Q2AG-1226-SM-4GICA,0
GTEX-ZPU1-1926-SM-57WDT,1
GTEX-XOTO-0011-R9A-SM-4GICI,1
GTEX-111FC-0326-SM-5GZZ1,1
GTEX-S4P3-1326-SM-4AD6V,0
GTEX-U412-0326-SM-3DB9L,1
GTEX-ZAK1-1526-SM-5S2OV,0
GTEX-13NYS-0011-R5a-SM-5MR4D,1
GTEX-11GSP-2526-SM-5N9BP,0
GTEX-NPJ8-0011-R1a-SM-5SI8B,1
GTEX-ZT9X-1926-SM-57WE7,1
GTEX-1192X-2926-SM-5N9BA,1
GTEX-13G51-0011-R8b-SM-5LZZ4,1
GTEX-Y5V6-2426-SM-4VDSB,1
GTEX-POMQ-0426-SM-3P61G,0
GTEX-ZC5H-0226-SM-4WAY9,0
GTEX-13PL7-2626-SM-5IFH4,0
GTEX-11EMC-0826-SM-59862,0
GTEX-OOBK-1026-SM-48TC2,1
GTEX-12WSL-0926-SM-5N9EK,1
GTEX-13VXU-3126-SM-5SIA4,1
GTEX-YFC4-0126-101855-SM-5CVLZ,0
GTEX-R55C-0005-SM-3GAE9,1
GTEX-X4XY-1026-SM-46MVX,1
GTEX-139T4-0126-SM-5HL5G,0
GTEX-RTLS-2326-SM-46MUH,0
GTEX-XAJ8-0226-SM-4GIB2,1
GTEX-14AS3-0726-SM-5S2NY,0
GTEX-T6MN-1126-SM-4DM71,1
GTEX-11GSP-0326-SM-5A5KW,0
GTEX-WI4N-1826-SM-4OOSF,0
GTEX-R55D-0826-SM-48FEA,1
GTEX-14ABY-0626-SM-5Q5C9,1
GTEX-YJ89-0011-R11a-SM-4SOKA,1
GTEX-UJMC-0426-SM-4IHJF,1
GTEX-ZV68-0008-SM-4YCCV,0
GTEX-XUW1-0326-SM-4BOOR,0
GTEX-1211K-0008-SM-5S2W1,0
GTEX-117YW-2026-SM-5N9BH,1
GTEX-Y111-0426-SM-4TT3K,1
GTEX-XLM4-0011-R10A-SM-5S2TN,1
GTEX-11P81-0006-SM-5NQ7A,0
GTEX-145MN-1126-SM-5RQJB,1
GTEX-XUJ4-0226-SM-4BOP8,0
GTEX-XUZC-1826-SM-4BRVO,0
GTEX-U4B1-1726-SM-3DB9F,1
GTEX-11ONC-0011-R8b-SM-5NQ87,1
GTEX-14H4A-1626-SM-5SI69,0
GTEX-Y8LW-1526-SM-5IFHL,0
GTEX-12C56-0626-SM-5EGGC,1
GTEX-WYVS-0226-SM-4ONDK,0
GTEX-13CF2-2726-SM-5LZWW,1
GTEX-13SLX-0011-R11b-SM-5O9C8,0
GTEX-WH7G-1326-SM-4LVMS,1
GTEX-13QBU-0226-SM-5LU48,0
GTEX-RWSA-1426-SM-47JXA,1
GTEX-ZAB5-0626-SM-5PNVB,1
GTEX-XYKS-0002-SM-4BRWN,0
GTEX-NPJ8-2526-SM-2HML8,1
GTEX-12WSC-3126-SM-5GCNB,1
GTEX-T6MO-0826-SM-4DM51,0
GTEX-ZPIC-0008-SM-4E3JF,0
GTEX-12WSB-2926-SM-59HKL,0
GTEX-YB5E-2226-SM-5IFJ5,1
K-562-SM-4BONS,0
GTEX-POYW-0526-SM-5KM2H,1
GTEX-11WQK-2126-SM-5EQME,1
GTEX-QMRM-1226-SM-447C6,1
GTEX-148VJ-1026-SM-5LU98,1
GTEX-T6MN-0826-SM-5S2SK,1
GTEX-145LU-0011-R11b-SM-5P9JX,1
GTEX-11EQ8-2826-SM-5N9C1,1
GTEX-ZDYS-2526-SM-4WKGU,1
GTEX-13N1W-2426-SM-5IJD1,1
GTEX-11H98-0226-SM-5NQ89,1
GTEX-WYJK-1226-SM-4ONCP,1
GTEX-13N2G-2626-SM-5J1OT,1
GTEX-139UC-3026-SM-5IJE4,1
GTEX-QESD-0626-SM-2I5G4,1
GTEX-PLZ6-0726-SM-3P619,1
GTEX-QLQ7-0826-SM-447B3,1
GTEX-13O3Q-0011-R3a-SM-5P9H3,1
GTEX-1192W-3026-SM-5GZZV,1
GTEX-11DXZ-0726-SM-5N9C4,1
GTEX-13PDP-2926-SM-5N9E8,1
GTEX-QXCU-1726-SM-2TC6L,1
GTEX-QDT8-0226-SM-32PL4,0
GTEX-T2YK-0226-SM-4DM5O,1
GTEX-ZYFD-2126-SM-5E43D,1
GTEX-QESD-0226-SM-447BH,1
GTEX-ZV6S-0226-SM-59HJT,0
GTEX-1445S-0011-R8a-SM-5PNWX,1
GTEX-14753-0011-R8b-SM-5S2U1,1
GTEX-WFON-0005-SM-3NMC9,1
GTEX-VUSG-2426-SM-4KKZG,1
GTEX-ZPCL-1326-SM-57WFN,0
GTEX-PLZ4-0226-SM-2S1NW,0
GTEX-ZDTT-2026-SM-5K7TY,1
GTEX-S4UY-0726-SM-4AD6X,0
GTEX-WY7C-1426-SM-4OND1,1
GTEX-13OVL-0006-SM-5O996,1
GTEX-1399R-2326-SM-5PNYT,1
GTEX-ZDXO-2926-SM-4WKFM,1
GTEX-VJYA-1026-SM-4KL21,1
GTEX-11TT1-2126-SM-5GU5Y,1
GTEX-11TT1-1426-SM-5EGIA,1
GTEX-13X6H-0926-SM-5SIB2,0
GTEX-139TU-0126-SM-5K7WH,1
GTEX-13FHO-0926-SM-5N9EW,1
GTEX-1399S-2126-SM-5J2MH,0
GTEX-P78B-0726-SM-2S1O2,0
GTEX-145MI-0011-R7b-SM-5Q5AZ,0
GTEX-ZYFG-1826-SM-5GZWX,0
GTEX-T5JW-0126-SM-4DM6K,0
GTEX-UJMC-0726-SM-3GADX,1
GTEX-ZVTK-0626-SM-5GU6Y,1
GTEX-WZTO-0011-R7B-SM-4E3IS,1
GTEX-WHWD-0526-SM-4OORW,1
GTEX-ZAJG-3126-SM-5HL9J,0
GTEX-Y9LG-0001-SM-4VBRQ,1
GTEX-131XF-1826-SM-5EGKG,1
GTEX-POMQ-2326-SM-2S1O8,0
GTEX-14ICL-1826-SM-5RQIY,1
GTEX-12WSI-0005-SM-5O99K,1
GTEX-OXRK-1826-SM-2HMJE,0
GTEX-132AR-2126-SM-5K7XG,0
GTEX-WFON-0426-SM-5S2T1,1
GTEX-S33H-1226-SM-4AD69,1
GTEX-13VXT-1326-SM-5LU3Y,0
GTEX-QCQG-1926-SM-5SI7Q,0
GTEX-13FTW-0626-SM-5IFEX,1
GTEX-WZTO-3026-SM-3NMA2,1
GTEX-12C56-0526-SM-5FQST,1
GTEX-ZZPT-0226-SM-5E43X,1
GTEX-1497J-0426-SM-5Q5CO,1
GTEX-T5JC-0626-SM-5S2RW,1
GTEX-ZF2S-1726-SM-57WFT,0
GTEX-S341-1526-SM-4AD6K,0
GTEX-12WSC-2926-SM-5BC5Z,1
GTEX-T5JC-0011-R2A-SM-32PLZ,1
GTEX-12ZZW-0426-SM-5GCO9,1
GTEX-11DXZ-1026-SM-5N9D5,1
GTEX-12WSD-0011-R9a-SM-5GU6W,0
GTEX-OXRL-0326-SM-2I3F2,1
GTEX-YJ89-0126-SM-4TT3X,1
GTEX-139TU-0226-SM-5J1NM,1
GTEX-ZVP2-1726-SM-5GU5P,1
GTEX-13CF2-0011-R2a-SM-5L3DC,1
GTEX-ZAK1-1126-SM-5PNXU,0
GTEX-139T6-2026-SM-5IFFL,1
GTEX-U3ZM-0126-SM-3DB8M,1
GTEX-13O1R-2526-SM-5N9FW,1
GTEX-147F4-2526-SM-5NQBB,1
GTEX-T2IS-0926-SM-4DM5B,0
GTEX-Z93S-0011-R11a-SM-4RGNN,1
GTEX-13D11-1926-SM-5IFGB,0
GTEX-13G51-2526-SM-5LZYK,1
GTEX-13U4I-2026-SM-5LU3L,0
GTEX-ZVT3-0926-SM-5GICK,0
GTEX-13JVG-0011-R3b-SM-5LZXF,1
GTEX-13O61-0326-SM-5KM2O,1
GTEX-WYBS-0926-SM-3NM94,0
GTEX-11GSO-2926-SM-5HL73,1
GTEX-144GM-2126-SM-5LU3P,1
GTEX-131XG-0326-SM-5L3DX,0
GTEX-YJ89-0011-R3b-SM-4V6EF,1
