,sex
5E03E52F-957D-455B-A007-19714FAA818A,1
8E63F646-202A-4D01-A979-496B35873C94,1
6D5DE1AF-E8C0-46BC-8F78-97F57489B081,0
EC7B4714-839A-4D6B-BA61-0A35B484DFC6,1
39691679-6FEB-4767-8718-81CDB63E625F,1
D6485D4F-2C32-439C-8192-96F25CAB3FB9,1
ADBA98D8-E170-4DFA-B387-3F99BA4EB309,1
8EF0039B-D758-46AB-BAF7-6A062C7C56BA,1
AD62B8A4-6AB8-4C99-80F5-98A1C085027D,1
6114E89B-B007-4F1B-B086-21ADE26F4573,1
45FE2D21-6DA0-4BAD-9B26-76B06A817FE2,0
05DA19C3-8BE5-43F2-AAE3-74C03EB5A70B,1
27DA48F3-4FC1-41A3-8E49-5B25F1CCFF07,0
CF629C65-585D-476D-B081-3E6E0575FAE3,0
F55A8A2F-7390-4639-A350-8ED374AD2D55,0
9C57AC2A-83C8-41EB-8DC3-9A897D8F8110,0
FB16D2B3-47E5-4D14-801D-97BFD0B85A37,0
242F1DFD-C95F-4A3B-AE88-6F7F06CC4D29,1
2D1C8FCB-F1C0-44A9-9CE0-E7A34EF76B70,1
33EBCF7D-E8F7-4FB0-AFFF-86CDF7685C23,1
A61AD422-D887-4787-AAD3-F1CA72A386D4,0
39019903-5B9C-4665-BD5F-7CCB19CB55C5,0
E2FC9AFF-220F-492E-BE04-DB22237EFC57,0
31D370A5-B86A-4874-B80A-29F85E9E3E70,0
458FCE33-422D-4C4C-A9CF-ABFED8B19D4A,1
12B24051-5657-45E8-9C64-5B6A06693471,0
4FFC0C70-254B-42DF-87D1-A616F24A9D6C,1
56F52C2B-FABA-4E25-890C-937DAF59B258,1
4B69E71D-BD4D-4311-8C2C-3DE45B59E66B,0
0CED2ABD-6595-4DA2-AF90-0B92115C1800,1
FB705D94-8CD9-43B7-AE3D-E1092E4EF523,1
D0027A32-A9E2-41DF-9B47-76BC9FBCDB7C,0
A42D2A3B-C397-4904-98B2-E2537C00C156,1
EBFAD137-050F-47D0-A43D-72B8F7D70C2B,0
A1F24A24-CFEA-490D-B258-C7826DB285D5,1
EF9A5BA0-F672-48F0-8F0A-8E7B6A75B9E5,1
B3D17D9D-B753-40E0-A289-72F94F478C4C,0
3739AE63-C535-4FCB-8338-DA654E35B6AB,1
947553BB-CDCB-4912-AF0C-BB9403F75E6B,1
E14F2D43-D96C-4032-9BBD-476FBFED85C7,1
A59534F6-8637-41FB-A8C2-F8ABAB4E3668,0
4A9DB4CA-789C-48DC-9735-327E2B4478DE,0
0BB05CA7-C6FF-42A1-919C-D801F471CBBD,0
7D6CDD82-32D7-4E88-95C0-D107DF555A3C,0
5BAD5DAA-9AD8-462B-B2DD-7DF7C37B5DA9,1
D69BD86A-08FB-49DA-9084-2725F6C9195F,0
197C2AC3-7698-44D7-B4A9-18788AC6EF7E,1
28E176DE-49DB-4F39-B022-C89235590CAC,0
22EE8076-F07C-499A-9AF8-D800A77EF154,1
C1F6F2C2-0888-435E-9003-B21AD0717C34,1
AEF83C64-D347-42AC-B237-7B7D4A996FFD,1
793C6EFD-25B0-43E2-BF52-5223CCCFE4E7,1
D2678E70-542A-4AB2-B881-12D66DBA44F5,1
24CB0904-BB88-4382-BB76-3FAD758D4029,0
347C4168-42C5-494B-8080-2C244F6201FF,1
8B4E465B-0FD5-4154-824B-1E6B2656FD2F,1
5537E19F-1361-447E-B207-329363F9F777,0
8ED4FB56-825C-48BC-B789-B1D13FE478E6,0
10105BB3-3534-4B7F-8CDB-9702945C414A,1
90188F36-DEF6-4233-B724-4A25F2D52DAA,0
D005833F-E991-4E9E-9667-55F137288004,1
EDBFA2BC-790C-4536-B1D5-19C4C99D2744,0
8AAA142F-EE1B-4124-9327-2F6B968FB183,0
49376FFC-BC39-4069-87F2-03D9F5039E75,1
76223570-2DAB-4631-894E-A614D38D7B5A,1
7123BF57-2EAA-4509-B5EF-A72C58A32A09,1
B5470009-9751-4D1B-8E34-60C6BF272059,1
FA6CE09A-C597-4223-83B6-39DC39AC828F,0
371959B1-8D14-4FD1-A854-3DFB92D097FA,0
E961CCAF-2324-4209-92A0-D13C83DE8752,0
69916652-606A-4890-9517-C72857EB81B7,1
240AF3F0-3520-4084-A2C5-6DC26E4B6396,0
1C49ABD9-06E6-4B6B-B3EA-29E969CAE268,1
B4E68D51-DD21-411A-9411-EAE8AB8DB67E,0
EAD4ECA0-8B2A-4AB6-9ACC-94EF99D9BE70,0
564BE33F-73CB-4435-BF72-A2E0D67DBB3E,1
B08DF564-E4D0-4540-8160-93B3981DF1D8,0
79FC88D9-A47C-4F07-A866-4E7930CE7F69,0
B8B27048-7667-46D0-80F0-9390C40D4BAC,1
6A252A3A-7EEB-47B6-9C23-D69BD2EA846F,0
DB75E388-F94E-40BF-A985-591208B17DCA,1
84A40FCB-DE48-48B2-A70D-BC10BD75B9EE,0
BA732ED4-F6BA-404E-BA3C-CA558FAD866A,0
052F9CFB-8816-4A1D-B3C2-6A50168F7299,1
E4E259E1-48B2-4C76-B113-E46270742F53,0
E753A375-575A-4A0D-B231-0EC8D76BAF13,1
18C27423-8BAB-4427-BCBB-F554C7A03C43,1
EEC6DA0C-5C49-4EFE-976A-19F432DDAA58,1
F4BE2ABE-2CEB-4A6A-B8EC-0355F8C63B9B,0
438CA91B-753C-415F-895E-B9AF567EC4EC,1
51875568-DA72-4A62-9A19-2A61860B83C3,0
579F0D8B-766D-4478-86B8-47B24A97052C,0
88B4D5BF-EB50-480F-A3A7-334829B26A2D,0
BD3559EC-93EC-4DBC-8631-35EFC27A5C08,1
CC52BF35-48F8-415B-8B15-DB5D7E17A66C,0
C0DBD1A9-CC35-4D1A-840C-6C0902953ED7,0
0C24C03A-FE76-4FA4-8E63-B3A6F908B256,0
1DE68F26-5F22-4B90-A0F4-4775865D5E35,0
835AAE7F-F873-4D11-8845-232D261A38DF,0
3AE0AA50-05B1-4B5F-A737-BE816D475A45,1
F6438B55-1AD1-4D33-B93B-2EFABD408B1D,1
3F61BE4B-2321-489B-9503-F8E3F5F79307,1
39414B2A-7FB0-4669-8DFE-86D9AF7AD2D9,1
B7B9B5C1-C11D-47B8-B2F8-A5660AB961C1,0
F9750D35-224B-463F-ADCA-26E2ED1BDD5B,1
4A83A2D0-215A-4CEF-B469-B1FE877EB528,1
BF1BBB4A-E283-483B-A3C5-C895E723D943,1
8B162C63-7AC8-49E5-B705-BA38DD9F4556,1
91BCFC45-A24E-44A5-AA92-F6C43F086AEB,0
B4B762D1-965A-41FE-881D-BEC7445E797B,1
C4E3A6C5-4267-4BBF-9D11-5FAB5C4BB18B,1
2DD1286D-5C5C-4D8C-B3BA-88BE7FF06AD8,0
24FE253B-BC9F-48FE-84C4-33AA8EF99641,1
4CA559EF-D8B9-400B-972C-693257124C3D,0
20632EF0-B3E3-4CCF-BD24-D7E75FC20C33,0
85E7589A-BE88-430B-8955-8D7479D03772,0
4938761D-0762-4984-A399-BC036D6D2140,1
A2A34964-65C3-4175-89B2-85405C5ABFE9,0
7826AE44-B03A-4528-9CB5-7421E592AE36,0
FECFA772-F3C9-4588-9D5A-518419F193B5,1
4F272BAD-B5CF-4455-8333-40A4BAF2A20F,0
E0A1C2AF-8496-489B-B593-DBA3752E3A4C,0
AB75BCA7-5635-4839-A178-120A02EF575F,0
FBC76133-5C1E-4252-9A42-C69B8BFB746B,1
11EFCB89-9776-41BB-B4B5-7B727619E087,1
9BD17808-AFDF-4D32-91E7-21E3C5BA3AB7,0
F1265DD8-5ED3-4635-A277-57BBFDEC7729,1
96527676-67DA-4150-9AFE-2A3FA15FECD4,0
26C7DA0A-493D-4E56-A25E-FB5A4D5EB65D,0
FE0F9CB1-A552-4EE5-9B6A-B657B2836C6C,0
E51C4640-9231-4E90-93FA-592726992159,0
0D60DE0D-CC42-463B-9BD6-1C11977A2056,0
D98A7A12-B81C-4534-8735-22860A9C90BB,1
8E295B94-54B1-491F-9638-DD96789431E3,1
BE16B0BE-394E-499D-B742-326920DF6E77,0
A462D32E-3A6A-4E00-A4A7-BAF374D6009C,0
87F9E756-60BB-435B-9A2D-211E89C182D9,0
BFC0D795-64F4-48B3-AD08-8C564E5E5367,1
699DC654-3950-4D7B-A142-45253518A5AC,1
91469C7A-AC09-4EC6-858B-0FF1DDB4CBA0,1
89D297BE-DEC3-4886-9867-EE13CA3C27D0,0
1A796849-8FD9-4B27-9CD9-A17B04CBE264,1
0EF980A9-700C-4B13-B3B7-9480B9EE4670,1
5AA74C5C-2AD1-4D59-A030-E964EB199581,1
F7E13A21-729E-4AAB-8406-13A521FFFB60,1
42E0E49F-0F6A-4787-87E8-E5CEA94822F9,0
73F28A79-7D35-4FE9-849D-FFE681483928,0
E9013476-D037-41EA-921E-E9E62E93B75C,0
084FCE1E-7B3F-4FFB-BC40-EABD3CF43C8F,1
2738FCA4-813D-49F5-A8B3-3C9886AE40FE,1
B4E10042-052D-4DC4-BC94-FF1D5D4632C0,1
ACA90193-C1BD-4492-959E-8ABA05A61233,0
23B8A53B-83FD-47BB-AD6E-184E11B1E957,0
80F493DC-D202-4FB0-803B-3A4FA2C85824,1
31A652B1-3BEB-4D78-BCA0-4C153EBC41E8,1
73A758CA-0A39-44BA-982F-709457389E3E,1
654DB268-A54B-405D-B3BA-4CDC7DC89C4E,1
F46019F0-DBF8-44D6-93A6-7BDA7B843135,1
0C442324-7E9C-45E8-AFBC-968E27C5412E,1
B9BD5134-2F6A-4454-8F83-69B63F9AE114,0
BABD3051-9396-41D8-90EE-FB7CF30CE433,1
CB7C6043-CB13-4D0D-A997-2E74B58563AF,0
DE451B99-D33B-4A35-BB0E-AAED631B56C3,0
EF6CF746-EDAC-47D9-BF0C-50C57D4E4322,0
4BF75CF9-DA61-4A0B-940C-B09C7FE864F0,0
05E020C8-143D-430E-AADB-5480FDF25F62,1
50B8A422-6F68-41B9-93E2-7DEB324682F2,0
85C38170-F2A0-4491-BFDB-38489204C015,1
2D07A1BF-0304-4276-98CB-91EB72552B34,1
13034342-456C-4A89-A936-A6F2DCC76F2B,1
20EFF36C-2196-4B47-A06B-FD309817AA12,0
CCA012D6-E956-44A2-B4ED-046B02103242,0
A288B0AD-07FE-4BD8-B851-A789EBA05606,0
06820399-3529-412F-B3A7-6714C9DD5F7D,0
BF66401A-BC04-499A-B3FB-6FEEC1EE548A,1
D83CA5FB-D13C-49D2-B21B-928FA777F871,0
0712029E-3765-4272-BE5B-B6C8BCCC0F0F,0
92A04345-2DCA-49F5-801F-926B59255925,1
AB3D519B-3F33-47B6-8E11-70CFB7EE64C1,1
6F178361-2A14-4245-8A35-13A0174231E4,0
2234978D-07CD-4D01-863B-C5C4DAAEB94C,1
586BC656-AD9C-44EF-9ED4-87DEEB5C8AA6,1
667C5809-4A62-4344-9854-CE5703C99FDA,0
E33083BC-C38E-4BCA-9231-78B001DD47D6,0
CE006AC1-2889-47B6-B7C0-0DC75E088E86,1
9E50162D-8149-41D2-86C1-1C892EB98DFA,0
8D361255-E352-4248-9FDF-0A6602CB419D,0
C45EB423-CC14-4BDB-A0B4-447E5DB6DA9C,0
72742171-C52A-4CB1-BA04-6F5D47E5480D,1
4F070EDC-9F89-497A-872C-1A0016C74E52,1
F226F6D3-DE88-4B15-A0F1-63EDB55E8F9D,1
C5DAFC39-2552-47D5-BD2C-E9A74212DFF8,1
61D2738A-607C-4037-960E-73586C59D6CA,1
AFF86134-7842-4C68-88DE-5E26EB6FB6D6,1
DB893843-F0C1-407E-B598-5CB810844041,1
3BCD3BC8-5FF4-4DF2-A711-C4CC99B7EDF4,0
A99DCC6B-738B-4D2F-AAFD-3643A32864DA,1
71596860-AEFA-4B94-8ADE-AC33CEA24DD4,1
42B438C3-DF9D-4BE6-9798-43935C5F0B66,0
3F172B98-8CF6-4644-B58A-9B50F76731D2,1
EB098C15-F710-411C-A981-D750310554F8,0
3977EBDA-AD30-4AA0-AC75-E33086DC533D,0
4C5F5745-2858-43C0-981B-4F3F7CC9349D,1
4F579CA2-FABF-4868-AF6B-B8C5D2B9C092,1
14051060-41FD-452B-AFDB-6DC73E4E4CD2,1
27BBF44D-F4D7-4C5A-935F-3310A363A670,1
825E6C11-F460-451A-8045-846DD7D0E945,1
99049A2F-565C-478C-9A14-06229563DFF8,0
8B67D4EF-BCA7-4184-86C3-9DD50B8DC2C3,0
5DC3A5B2-D584-495F-BCC5-7A9FF36B7B92,1
8A35116A-7F2B-49F8-A497-398959BB1AD9,1
67503C56-19D4-4CAE-9881-B1DA50B1C9B0,1
E65A84D2-C271-4479-AB92-A0F2B3047A5B,0
89AA4DCD-BAC7-4D6F-B87F-9051CDB6CFE8,1
C760EF53-EE23-431E-99B4-E5F3832D27F8,0
633560A2-5165-4F8D-B715-85A537C046CE,0
CFBC2A6C-6E4B-4A27-9FCB-757343C1CDAB,1
4A54E284-9902-4E4C-A5BC-1BF144106EA3,0
03B62D0C-8FA3-4CAF-8013-65D2087FFA80,1
0DC2197B-2FEA-48EB-953E-8E44E1933757,0
F583A5CF-B4C4-4E1F-952F-366E46034BE7,1
6E242DF5-8B8B-4C6F-870E-C7ADFFAFDF3E,1
B454F9FB-439A-43B5-877D-752D0F138AB5,0
457090A2-AE7F-4E68-85EA-032DE8411110,1
A3150223-5399-4CC6-90A7-6046F39FAC3E,1
C1411CDA-814D-4E21-8929-C0F77858828F,0
49DA6BED-71FE-4571-8119-93C949A10359,1
6B1B0D75-41EB-476A-B4F1-2B1926AFFD40,1
E766BB3A-0AF7-4560-A901-9C51AF02E171,0
F192059C-1945-4C20-8076-2B0D1EDFE659,0
244D5DA9-677F-46F6-BAC4-67EE32AC3291,1
4C02B5A8-A87E-4AEF-9451-C4B9EEA6B60D,0
D63753B2-8D75-4D50-A8CB-24F3BAA58E92,0
0430164E-576B-49E4-819F-7E16C8498DC9,1
1AFDC2EA-26A8-44E2-8BCB-F34F7B66F8C8,0
9DD5272A-2D6E-4774-83E3-0CD761EDE926,0
A81E5EF5-C201-410D-BE73-63F273DFF6E7,0
541FDA8B-9FAE-4346-A6FD-C56735C87920,0
A1DACB46-ED52-4E38-B2C8-57256BB22B5E,1
02D51DA6-7DF9-47DB-BA36-CC0D330362E6,0
89AC9491-4FE3-401F-9A05-0F9B4434A663,1
0EFC58E1-57FD-4752-A0E4-5814FD73624C,0
32FC134E-6424-4517-9B0C-B2E487542EC3,1
8EFC9A71-8F38-4A88-B720-B94C96A3CF85,1
BAF95328-2CA1-459F-B59B-F60A8F2ADC2E,1
9CF4E7DC-E6E5-4D15-97A4-859D05551775,0
97195E98-3256-464D-89A2-F025EDC38C43,0
D9933453-C549-4896-8267-8A07B244FDEF,0
905EA1E7-D01F-44E4-9605-5F87208F5986,0
63B5AC5A-413E-426D-BAA6-47405412EAC0,0
A2814D48-C2B6-4536-AC39-6EA289F8D433,1
4880B586-BA92-48B2-A233-5C245D2E31C0,1
F15D5710-3511-4133-B307-43C0E5877498,0
0B734D75-4BA6-4B05-9852-BCD6C1C4E639,1
9B7BA2AA-9720-42ED-978D-532C651BB39F,1
E25D9A9E-B58C-4518-9B2C-A475B12AE161,1
26EDD84B-1C81-4792-B9C7-08A3FDADADB9,0
6915E69B-C2EA-4034-AB9A-74E9EF3C03A9,1
B3527517-E339-46AE-8437-65303C309015,0
D138ED54-1CD4-4FD6-B661-0087046F2730,0
808461D2-D21B-4AED-8054-242F054F6A24,1
E3FCDD2C-CA2E-41AE-84ED-68F47820DD0B,1
1C710173-532F-4435-BCE9-287AD8D247D9,0
962C5EC9-9420-44D1-AF14-3ECBABC35956,1
795FBB8C-0E74-477F-AA27-1CE97A4E90B9,1
E51F9DF6-38FA-43EE-86E1-1B912CC5FB83,1
A6562F43-3437-403E-8F19-4C9E956C79C1,1
CD628EE7-84DE-4D82-840B-73718D006B6F,1
16F5BF94-5103-4973-9432-34FDCC82B6A2,1
E8C03A3A-37E5-42D2-96B6-6E6A2586AA3E,1
65B37014-F125-436A-AF3C-5A565AA990B8,1
569320D2-316C-4E2D-B7B3-D7D5C4DAD42D,0
64758B4B-E936-4105-B213-5F66D6D3863D,0
BEE081CA-8420-4314-88A0-286BB30FFD65,1
3876D975-1536-49E9-8053-B61CBB4E30D8,1
6D114A21-A539-4C72-B1A6-EDC2B878375B,0
70060D21-4E80-4273-B12C-E3BC6B365DB3,0
B51C6DCF-820D-439D-AF92-40FB264F3223,1
134D1DDA-0BA7-4858-9FEA-E8CCB6A72E3C,1
1D412CF0-A1E3-4D9B-810A-755171664B09,0
7B86D69D-7C51-499A-A603-12D5541EEE96,1
399A518C-E02D-4B93-B24C-4255C4A807BB,1
EF4AAB43-77FB-4BDB-8A55-6F86E3907043,0
7F4BD890-C986-45F3-A9DA-0E152A3E23F6,0
98E88BAB-4CE8-4A32-BBAC-7C6E711C4708,0
18F63ADA-1828-43DD-AE1F-F36706C204CD,0
B7B0DDFA-C204-4F84-A1C5-8F836668B99F,0
BADA8C36-D5D2-48E0-B647-FA429D0F448D,0
1D8C2704-E7D7-4CA7-9082-D089BA61BCB1,1
EFC730EC-6385-4167-A65A-F2A3AAEDA2AC,0
06E8B83E-8C3A-4B00-916D-1EAA2DAC13A7,0
C3E23136-7190-4D08-991C-93AFACC48E8D,0
233C9F66-C27A-4C57-81CB-D43E5B94D5DD,0
A4294F3A-A0EE-49FD-B264-F8B109689AB3,0
BD59A7E3-4720-40C4-8FE4-2A1002BEF1A9,1
CF9059AA-60AB-4B37-8433-8E1C29F41005,1
C4801F13-D84B-4903-99DF-9DCADDDA1492,1
6A0B7DD3-3AB6-49BB-A468-5C22C786FBF5,1
032A168C-58E3-4DB4-9E64-9CA29682CDE4,0
E313B1BB-B85A-4DD9-BAA8-017BFBD87146,0
B449FEA1-C4B0-400F-903C-59E13D0BA313,0
A2170829-B80C-49F2-8FB6-39B8ACFB27CB,0
2DCF0812-AC29-4BC2-8929-4D3D7B0F6335,1
0AA2BDBB-8720-409A-AA72-1F4AA26E7CD8,0
3BD942BB-A3A7-4993-B3F1-B8641626B773,1
DEA7A651-250A-49B3-B666-8AF52A8E69D8,1
FAD8A464-9BC3-4ED9-9517-B18D36514325,0
A7589115-6759-41F5-ACDA-185369AE599E,0
A5C2A103-45E8-4C3A-8CCE-7DD767A206C6,1
6F4F72B3-E2B1-48DD-B9F4-C03AFCE79566,1
50E618DC-3B50-40E8-AF3A-A303E3A96BF6,0
6F3F2EA8-580C-4D13-93E0-7ED942C52BC4,0
AD3C7545-0986-4121-BD6B-491D7F519962,1
AE43FF42-0266-4CD1-8C27-C3A2DB9C4F55,0
55CAFD5B-FA38-4F15-9EE3-D3F246226AB9,1
2D62D209-E88D-4DAF-93F4-9EB1CDC4233F,0
A6C8B173-D34D-42D1-BFF7-9FDB4841101F,1
C92520DF-8D24-4E8F-9FF5-03945962A09A,1
86F16B3C-E263-4DD7-BE9E-8AF4546FC548,0
B72C49FD-8306-46E7-940A-D2A5B2C8FEEE,0
7804F23A-10F9-4AC1-A0FA-B1370FC68C09,0
CD3B289F-FAE1-405F-875F-23C1D2609DFC,0
F6287CD9-00DB-4B70-AA67-FE581D36306A,0
515F3CA1-CD4D-44E3-A024-8B2BF131510D,0
419CFFBF-384F-48A2-B0AB-386BD5071FDD,1
DF67F589-A607-4B95-96B8-4BB344132312,0
1200AF21-94CC-493A-85BD-70CC56F50497,0
F06FBFAB-D143-47AE-BEE7-51B48164764F,0
89DACEFE-0514-4C0B-A40B-29FECBADA8C0,0
E0250265-D9F7-44F1-9075-90E882EB9AB3,0
329665BC-B959-47C5-B831-5546F94EDAC1,0
C5E6C4BD-7E74-4CEC-8988-F14E9E786ED5,0
81ABDA7B-F416-4DF6-B53C-3DC0249314E9,1
C6DB59E1-4D60-4B22-9417-CD1D044B75E8,0
D155B4CA-927F-4B4F-B6BC-2D41267F195E,0
D8B8C8E9-1018-426C-8160-8190AAF0777A,1
CE803442-3131-4F64-98BD-F000953D0A3A,0
09D2439A-2FBC-454F-B493-48B19CD506F5,0
D2A74F41-5391-4D1B-BC43-3FCCBD9F8600,0
F02829BE-B45A-48AA-AA97-7E6298B9F8A7,0
C4EC1681-F05D-43E3-BCF9-C330F3DE0564,0
CABE3151-1EB4-4A3B-82A4-0F698C51D824,1
08BA10AE-3274-41CB-AEDD-3D89A729C2A8,1
E5783A36-AFAB-4A48-8724-5C7FFB6D8E51,0
978437D3-ACB4-4173-8638-CC007645D93A,1
58D1339C-B607-496B-AE85-5ECCD43636AD,0
D52D0A66-D871-430E-8330-B4834FF4C6F4,0
5009BD6C-3F8E-459E-A52C-25D069A8D648,1
67FE7638-B8F5-4631-B178-AC23B0382983,0
D7568BF1-3DFC-42C9-B58D-ED321045621E,0
14BEBDF5-7509-4C8B-A944-AED580DFFC93,0
AFF66F93-EAFD-4CAA-B110-95DAAE5695EE,1
2437A516-5312-409E-8679-B85BB60530CD,0
137198F6-D924-4B04-9101-3F633E647B51,1
3F962513-9A2D-43C1-8873-D8404F7A2BA3,0
61AD6A73-A8C1-4C5C-9D6B-45D3831A4F0C,0
5E594AA0-39BB-460A-B959-38F8D22433E8,0
244FC1FD-8C72-4581-8BF4-5AA90335024C,0
0B58209A-6874-46EB-A294-B90DE3777356,1
D6FC41FB-370B-44C0-940C-862554ECB645,1
A553770E-41B0-4BD7-BA33-ED0A33DD8529,1
ABF046A4-D7A1-49FF-B6B1-4E07A791DEDB,1
8A7A65FE-1A7E-42E5-8A5A-55E7733521DA,1
1C323F7C-31AE-4343-9CC8-F894FBE52A50,1
39BF9FE5-0385-44CD-A45E-29D432784BDE,0
04156B26-81B5-4E17-A14A-819800ABFE36,1
9D854730-923D-46C5-9FC4-4D6610AE9D01,0
56E9187B-CC61-4553-8976-96DD64E21226,0
BAE951CB-91F2-43FF-9485-CC6C826D7B4C,1
D5A6367E-A7CF-4D5D-A2EA-6F4523D67BAC,1
A608BCEB-2C27-4927-A308-E6975F641722,1
CD700104-BB1D-4D62-BA80-A8A13EC3555C,1
DD6E96BC-FF4A-4D29-A4E7-A9CB1C30C229,0
E9D4A83F-EADA-4330-911A-8F02393E0BA3,0
45EF606B-03F7-4A96-B57F-49011BF1A432,1
A727EECD-701F-49C2-A98D-6A85179053B3,0
2E3F5F34-97BE-45E4-9156-370E3D31C1AE,1
F072119E-D38A-4BA8-AC4A-37558419CE56,1
56F14575-A246-462A-8C6C-ECBCC29E2A15,0
E21F5A7E-518F-4E33-8930-EB268FC168A4,0
FBB65B75-A831-4616-8D6B-ADBA825A228D,0
2A2D30F5-0B31-40B5-8DC5-30C659052FD3,0
26299BB0-A792-439E-B5BF-D0A17629C3B9,1
AFA6298B-7DD3-4504-9251-B16D58C7FF96,0
EA485E4A-5956-430C-8584-E14D865E3758,0
75D5BB54-137F-43F8-A88A-88BAC55FFFE1,0
4073D568-6777-45FE-97CD-22D8518FE991,0
91CADC76-57C8-4FB6-92DC-05888F82A4CE,0
91382C7F-7FEC-4369-B1A4-60911A47C56A,0
57FEDC41-2F93-4113-8E89-2493707212EC,1
293FB23D-72CB-4211-B4ED-9C57412CE9F0,0
3F2D803B-FED0-4EB7-9058-D67D10CB3532,0
6818B91B-A181-4345-9938-B75B43BA6C2E,0
42DCA292-7292-4162-994F-FFBC0102C55E,0
7999ABCD-7441-4437-AE78-7BF5F7FBBE36,1
16A8343A-1203-44FB-9F03-05CC7C71B4CC,0
F547C7BB-DBF1-4805-A0EA-D8BC36606032,1
B4CD2F4A-9379-44D2-A2F4-3C8CCC1FD44F,1
BBC99BA3-FD45-4D78-BFD9-0A452C99A364,0
D5469EE8-29C1-479A-8F0B-5C37CE887B84,1
D7791F51-5151-4E21-802F-F61EE07D626F,0
434BD66F-7532-46C3-93F4-998337A29D8F,1
8857210A-4E60-4440-89A5-F0B307248B89,0
098432F3-B13E-48B7-8F90-E4FF186B947D,1
C25909B0-C3F8-42F5-BE45-898F113761F7,1
D54A1ABF-0E47-4D52-8CD6-25FF40735C48,1
BB7C749A-DA59-4FB7-8624-1555754B604C,0
0B5ABDD3-4C45-4111-9D9C-D549062D8728,1
FA1A0BCE-EE0F-4178-B963-62550E344B14,1
E6534A42-9A72-4D67-B069-B87268F1AA86,1
CDAFAFEA-365B-4F25-AEC0-639B6E0CB626,0
1FD27945-2143-48BE-9C77-DD82322863AD,0
03A327CA-A9FE-42A4-844D-CA85206969FC,1
F1BF1BC7-1FB8-4881-9A48-CB8EFBE99E09,1
E89DB941-19C3-4CD9-9117-EAAF3B2AFD76,0
F001EA09-8A56-40C5-86E7-D2F3338020B8,0
8F7368BE-EB41-4192-89AA-9E0428C08851,0
D9364524-CD1F-4C45-A2EF-8CB401487001,1
7ED8432B-9BE7-4B34-83AB-1E5D1284E140,1
558E1FD9-3B4A-4659-833F-B20DB7CF39E7,1
86F5CB58-9406-40B0-9E10-C391D585330C,0
C64256A0-EB9B-490C-BD41-E29F2FF35D3D,0
85FDDED0-6821-4E09-89B6-AA325D299698,1
E706EE8E-EBC7-4BCD-B2FE-8D5BDDB6D2C8,1
76D0F834-7064-46C6-96F4-E861CF5452B6,0
93682FC9-FED0-49E5-8887-6CD18394EA1A,1
72EC56FB-6733-4CC2-96AB-FBB98D079C47,0
5AD49F16-E974-4E5D-B1B6-073ECB73A01D,0
322AF320-1379-4F51-AFDC-5292A060CD52,0
D7FDAFE5-0371-4073-8E6B-5FF6D318B394,1
345E56AC-354E-43FE-B984-DED4EEB9ECB2,1
DB90FB7F-C1D7-44AF-9A6B-400EE8541109,0
DC274A56-C469-4008-ABE9-9D55CF455388,1
904EDF2E-411E-43BD-901D-46129AFA283A,0
9B74391D-0CA9-40CA-BEC4-AB6D2983C251,1
F12BE7AC-D2DD-4AD1-AB37-32DC85954F59,1
D38F826F-CC9F-4094-BD7A-883BBF0380CB,1
9AD28303-1B3D-486E-A72B-15D27D71CF9A,0
BA96CB79-F522-45D0-B0BC-E779C88393AE,0
E15EAAB4-0860-4716-9922-667F604CDF12,0
E0054A9C-7EB8-4D49-9664-235011C3F8E4,0
F235BBBB-4364-4BEE-88C8-9075208D1B96,0
B57D8141-37A5-48A7-9213-C256464943C0,0
7FB2D23A-8031-4F4F-AECA-CB6A69F714DB,0
E56486B8-FAAE-42BF-B67E-D253783B1043,0
EE759127-DAA0-4281-AC47-880BC8563114,1
47DF52C0-562A-4163-8B56-69F09BE7DEC6,0
722B7A0F-BF34-4368-8CFF-944FCBC7DAC4,0
5F1797CC-C35C-44D4-867B-9824FE037552,0
0392F233-BB1B-4243-81A1-02F4ADDE51EC,1
53018DE1-9557-4181-A0F2-5200013F1CEA,1
CF32DF31-1389-4ADD-8932-0DCCA689B43A,1
9DDFB5A1-DBD3-43F2-9FDB-FE64BF3E3C07,0
E1833486-2998-4804-A535-EBF25A992392,0
34091E7A-BBEB-4A71-BCEF-9CE85DA47841,0
B03E342C-7DA6-4D7D-95F6-C6506B374627,1
907DC764-358E-4C64-B452-7D18BFFCDB6E,1
4458FDD7-2843-4B4F-BA0C-98B1EAF86079,1
7205ADDC-0313-4B35-812E-AA7E52768CAA,1
43BB0A1B-B66C-4AF0-B40C-937C7B85AF3C,0
1019E38A-603B-4631-99F5-9FEF5CB91855,1
BBE71E31-D998-4559-8BD3-06943C89F492,0
5C7BC0D9-0B73-4377-BFE2-61A9B5FD5D5F,1
741518B3-206F-45AE-995D-47DD5CA2E59D,1
77907EB2-E529-4633-A580-C6DD7993A704,0
211FD575-40D6-4E44-818F-3A382F4634DA,1
7230A333-C624-469D-9C27-964C9858E55E,1
37D966E3-253E-4397-A9AE-0903A8D31FE6,0
FD6A070B-DF61-4E40-A7D5-ED4439F88F2C,1
ECE48FD2-CDD5-4713-9649-ECDB89BEFAD2,1
747AEE5D-0DD6-4C93-81A3-5DA413E487CD,0
EFE04D5A-3D40-49B2-994C-F1D725736638,0
